Age,Churn,Number of Referrals,Contract,Dependents,Married,Premium Tech Support,Referred a Friend
30,No,0,Month-to-month,No,No,No,No
45,No,10,One year,No,Yes,No,Yes
25,No,1,Two year,No,Yes,Yes,Yes
42,No,3,Month-to-month,Yes,Yes,Yes,Yes
25,No,0,Month-to-month,No,No,No,No
36,No,9,Two year,No,Yes,Yes,Yes
69,No,3,Two year,No,Yes,Yes,Yes
79,No,10,Month-to-month,No,Yes,No,Yes
46,No,5,One year,Yes,Yes,Yes,Yes
35,No,0,Month-to-month,No,No,No,No
71,No,0,Month-to-month,No,No,No,No
60,No,7,Two year,Yes,Yes,Yes,Yes
19,No,0,Month-to-month,No,No,No,No
53,No,6,One year,Yes,Yes,No,Yes
52,No,8,Two year,Yes,Yes,No,Yes
28,No,8,One year,Yes,Yes,No,Yes
36,No,0,Two year,No,No,Yes,No
42,No,1,Month-to-month,No,Yes,Yes,Yes
49,No,0,Month-to-month,No,No,No,No
22,No,0,Month-to-month,No,No,No,No
23,No,0,Two year,No,No,Yes,No
64,No,7,Two year,Yes,Yes,Yes,Yes
65,No,0,Month-to-month,No,No,No,No
65,No,9,Month-to-month,No,Yes,Yes,Yes
72,No,9,One year,Yes,Yes,Yes,Yes
44,No,2,One year,Yes,Yes,No,Yes
77,No,3,One year,Yes,Yes,Yes,Yes
61,No,10,Two year,Yes,Yes,No,Yes
40,No,0,Two year,No,No,Yes,No
34,No,3,Month-to-month,No,Yes,No,Yes
27,No,0,Month-to-month,No,No,No,No
36,No,7,Two year,No,Yes,No,Yes
43,No,2,One year,Yes,Yes,Yes,Yes
53,No,0,Month-to-month,No,No,Yes,No
32,No,8,One year,No,Yes,No,Yes
61,No,0,Two year,No,No,Yes,No
37,No,5,Two year,Yes,Yes,No,Yes
29,No,0,Month-to-month,No,No,No,No
39,No,0,Month-to-month,No,No,Yes,No
24,No,3,One year,Yes,Yes,No,Yes
71,No,9,Two year,Yes,Yes,Yes,Yes
40,No,4,Two year,Yes,Yes,No,Yes
51,No,0,Month-to-month,Yes,No,Yes,No
73,No,0,One year,No,No,No,No
50,No,0,One year,No,No,No,No
62,No,1,Month-to-month,Yes,Yes,No,Yes
80,No,0,Month-to-month,No,No,No,No
48,No,4,One year,Yes,Yes,No,Yes
23,No,1,Month-to-month,Yes,Yes,No,Yes
38,No,0,Month-to-month,No,No,Yes,No
31,No,10,Two year,No,Yes,No,Yes
30,No,0,Month-to-month,No,No,No,No
51,No,1,One year,No,Yes,No,Yes
24,No,10,Two year,Yes,Yes,No,Yes
56,No,1,Two year,Yes,Yes,No,Yes
47,No,4,Month-to-month,No,Yes,No,Yes
32,No,5,Month-to-month,Yes,Yes,No,Yes
79,No,0,Month-to-month,No,No,Yes,No
57,No,0,Two year,Yes,Yes,Yes,No
50,No,0,Month-to-month,No,No,No,No
52,No,0,Two year,No,No,No,No
50,No,1,One year,Yes,Yes,Yes,Yes
62,No,0,Two year,No,No,No,No
19,No,0,Month-to-month,No,No,No,No
38,No,1,Month-to-month,Yes,Yes,No,Yes
34,No,0,One year,No,No,Yes,No
65,No,0,One year,No,Yes,No,No
35,No,0,Month-to-month,No,No,No,No
25,No,1,One year,Yes,Yes,No,Yes
60,No,0,One year,No,No,No,No
50,No,0,One year,No,No,No,No
38,No,1,Two year,Yes,Yes,No,Yes
35,No,0,One year,No,No,Yes,No
36,No,0,Month-to-month,No,No,No,No
48,No,1,Two year,Yes,Yes,Yes,Yes
38,No,1,Month-to-month,Yes,Yes,No,Yes
61,No,0,Two year,No,No,No,No
53,No,0,Two year,No,No,No,No
33,No,1,Month-to-month,Yes,Yes,Yes,Yes
27,No,1,One year,Yes,Yes,No,Yes
31,No,0,Month-to-month,No,No,No,No
20,No,1,Month-to-month,Yes,Yes,No,Yes
27,No,1,Month-to-month,Yes,Yes,No,Yes
59,No,0,Two year,No,No,Yes,No
46,No,1,Two year,No,Yes,No,Yes
45,No,0,Month-to-month,No,No,No,No
73,No,0,One year,No,No,No,No
49,No,0,Month-to-month,No,No,No,No
60,No,0,Two year,No,No,Yes,No
42,No,0,Two year,No,No,No,No
37,No,0,Month-to-month,No,No,No,No
23,No,1,Two year,Yes,Yes,No,Yes
58,No,0,Two year,Yes,No,No,No
71,No,1,Two year,Yes,Yes,Yes,Yes
35,No,2,Two year,No,Yes,No,Yes
34,No,0,One year,No,No,No,No
66,No,7,Two year,No,Yes,No,Yes
56,No,5,Two year,Yes,Yes,Yes,Yes
42,No,0,One year,No,No,No,No
52,No,0,One year,Yes,No,No,No
50,No,1,Month-to-month,Yes,Yes,Yes,Yes
33,No,1,Month-to-month,Yes,Yes,Yes,Yes
27,No,4,One year,Yes,Yes,No,Yes
51,No,2,Two year,Yes,Yes,Yes,Yes
29,No,9,Month-to-month,Yes,Yes,No,Yes
33,No,7,Month-to-month,Yes,Yes,No,Yes
23,No,0,Month-to-month,No,No,No,No
37,No,3,One year,Yes,Yes,No,Yes
38,No,9,Two year,Yes,Yes,No,Yes
44,No,0,Two year,No,No,No,No
63,No,0,Month-to-month,Yes,No,No,No
54,No,0,Month-to-month,No,No,No,No
35,No,0,Two year,No,No,Yes,No
21,No,7,One year,Yes,Yes,No,Yes
40,No,3,Two year,No,Yes,No,Yes
39,No,7,Two year,No,Yes,Yes,Yes
59,No,3,Month-to-month,Yes,Yes,No,Yes
61,No,6,One year,No,Yes,Yes,Yes
48,No,3,Two year,No,Yes,Yes,Yes
61,No,0,One year,No,No,No,No
49,No,5,Month-to-month,No,Yes,No,Yes
19,No,6,Month-to-month,Yes,Yes,No,Yes
22,No,3,One year,No,Yes,No,Yes
25,No,0,Month-to-month,No,No,No,No
35,No,7,One year,Yes,Yes,No,Yes
45,No,0,Month-to-month,No,No,No,No
19,No,0,Month-to-month,No,No,Yes,No
61,No,0,One year,No,No,No,No
62,No,5,Month-to-month,No,Yes,No,Yes
24,No,5,One year,Yes,Yes,Yes,Yes
38,No,9,Two year,Yes,Yes,No,Yes
42,No,7,Two year,Yes,Yes,No,Yes
33,No,3,Two year,Yes,Yes,No,Yes
32,No,0,Month-to-month,No,Yes,Yes,No
19,No,1,Two year,Yes,Yes,No,Yes
19,No,0,Month-to-month,No,No,Yes,No
42,No,2,Two year,Yes,Yes,Yes,Yes
29,No,0,Month-to-month,Yes,No,No,No
55,No,0,One year,No,Yes,Yes,No
51,No,0,Month-to-month,No,No,Yes,No
55,No,3,Two year,Yes,Yes,No,Yes
55,No,0,Month-to-month,Yes,No,No,No
41,No,0,Month-to-month,No,No,No,No
64,No,0,One year,No,No,Yes,No
30,No,5,Two year,Yes,Yes,Yes,Yes
22,No,10,One year,No,Yes,Yes,Yes
40,No,0,Month-to-month,No,No,No,No
32,No,0,Two year,Yes,No,No,No
23,No,6,One year,Yes,Yes,No,Yes
66,No,1,Month-to-month,No,Yes,No,Yes
45,No,1,Month-to-month,No,Yes,No,Yes
46,No,11,Two year,Yes,Yes,Yes,Yes
38,No,1,Two year,No,Yes,Yes,Yes
51,No,8,Two year,Yes,Yes,Yes,Yes
24,No,0,Month-to-month,No,No,No,No
55,No,3,Two year,No,Yes,No,Yes
32,No,8,One year,Yes,Yes,No,Yes
53,No,0,One year,No,No,No,No
28,No,0,One year,No,No,No,No
26,No,2,One year,Yes,Yes,Yes,Yes
62,No,0,Month-to-month,No,No,Yes,No
22,No,6,Two year,Yes,Yes,Yes,Yes
49,No,0,Two year,No,No,Yes,No
64,No,0,Month-to-month,No,No,Yes,No
62,No,0,Two year,No,No,No,No
47,No,0,Month-to-month,No,No,No,No
41,No,0,Two year,No,No,Yes,No
42,No,5,Month-to-month,No,Yes,No,Yes
40,No,0,Two year,No,No,No,No
37,No,0,Two year,No,No,Yes,No
49,No,0,Two year,No,No,Yes,No
38,No,10,One year,Yes,Yes,Yes,Yes
77,No,2,Month-to-month,No,Yes,No,Yes
68,No,0,Month-to-month,No,No,No,No
66,No,0,Month-to-month,No,No,No,No
35,No,0,One year,No,No,No,No
28,No,0,One year,No,No,No,No
27,No,2,One year,No,Yes,No,Yes
56,No,0,One year,Yes,No,Yes,No
29,No,0,Month-to-month,No,No,No,No
19,No,1,Two year,Yes,Yes,Yes,Yes
42,No,3,Two year,Yes,Yes,Yes,Yes
46,No,0,One year,No,No,Yes,No
69,No,5,Month-to-month,No,Yes,No,Yes
79,No,1,Month-to-month,No,Yes,No,Yes
35,No,0,Two year,No,No,Yes,No
57,No,1,One year,No,Yes,Yes,Yes
62,No,1,Two year,Yes,Yes,Yes,Yes
64,No,0,Two year,No,No,No,No
67,No,0,Month-to-month,No,No,Yes,No
30,No,1,Two year,No,Yes,No,Yes
50,No,1,Two year,No,Yes,Yes,Yes
68,No,3,Month-to-month,No,Yes,Yes,Yes
79,No,5,Month-to-month,No,Yes,No,Yes
47,No,0,Month-to-month,No,No,Yes,No
24,No,0,Month-to-month,No,No,No,No
29,No,0,Month-to-month,No,No,No,No
44,No,0,Month-to-month,No,No,No,No
21,No,0,Month-to-month,Yes,No,No,No
24,No,0,Month-to-month,No,No,No,No
64,No,0,One year,No,No,No,No
35,No,0,Month-to-month,No,No,No,No
24,No,0,One year,No,No,No,No
51,No,2,One year,Yes,Yes,Yes,Yes
77,No,0,Month-to-month,No,No,No,No
43,No,0,Month-to-month,No,No,No,No
44,No,0,Month-to-month,No,No,No,No
38,No,6,Two year,Yes,Yes,No,Yes
73,No,4,Month-to-month,No,Yes,No,Yes
32,No,5,Month-to-month,Yes,Yes,No,Yes
34,No,0,One year,No,No,No,No
55,No,0,Month-to-month,No,No,Yes,No
44,No,8,Two year,Yes,Yes,Yes,Yes
44,No,0,Month-to-month,Yes,No,No,No
42,No,1,Two year,Yes,Yes,No,Yes
60,No,7,Two year,Yes,Yes,Yes,Yes
71,No,9,Month-to-month,Yes,Yes,No,Yes
51,No,0,One year,Yes,No,No,No
34,No,0,Month-to-month,No,No,No,No
40,No,0,Month-to-month,No,No,Yes,No
25,No,0,Two year,No,No,Yes,No
67,No,0,Month-to-month,No,Yes,No,No
23,No,6,One year,Yes,Yes,Yes,Yes
49,No,0,Two year,No,No,No,No
64,No,2,Month-to-month,No,Yes,Yes,Yes
63,No,3,Two year,Yes,Yes,Yes,Yes
40,No,0,Month-to-month,No,No,No,No
31,No,9,One year,Yes,Yes,No,Yes
62,No,0,Two year,No,No,Yes,No
30,No,0,Month-to-month,No,Yes,Yes,No
68,No,9,Month-to-month,No,Yes,Yes,Yes
75,No,3,Month-to-month,Yes,Yes,No,Yes
79,No,0,Month-to-month,No,No,No,No
37,No,5,Two year,Yes,Yes,No,Yes
31,No,0,One year,No,No,No,No
31,No,0,One year,No,No,No,No
63,No,0,Two year,No,No,Yes,No
20,No,0,Month-to-month,No,No,No,No
69,No,0,Month-to-month,No,No,Yes,No
59,No,3,Two year,No,Yes,Yes,Yes
22,No,6,Month-to-month,Yes,Yes,No,Yes
50,No,0,One year,No,No,No,No
39,No,0,One year,Yes,No,No,No
72,No,0,Month-to-month,No,No,No,No
26,No,9,Two year,No,Yes,No,Yes
47,No,0,Month-to-month,No,No,No,No
69,No,9,One year,No,Yes,No,Yes
57,No,6,Two year,Yes,Yes,Yes,Yes
27,No,0,One year,Yes,No,No,No
72,No,0,Month-to-month,No,No,No,No
70,No,0,Month-to-month,No,No,No,No
29,No,5,Two year,No,Yes,Yes,Yes
62,No,1,One year,Yes,Yes,No,Yes
59,No,0,Month-to-month,Yes,No,No,No
64,No,0,Two year,No,No,Yes,No
61,No,10,One year,No,Yes,No,Yes
34,No,0,Two year,No,No,No,No
51,No,0,Month-to-month,No,No,Yes,No
25,No,5,Month-to-month,No,Yes,No,Yes
35,No,0,Month-to-month,No,No,No,No
60,No,8,One year,No,Yes,No,Yes
47,No,2,Two year,Yes,Yes,Yes,Yes
63,No,2,One year,Yes,Yes,No,Yes
44,No,0,Two year,Yes,No,Yes,No
45,No,9,One year,Yes,Yes,Yes,Yes
28,No,0,Month-to-month,No,No,No,No
29,No,0,One year,No,No,Yes,No
31,No,0,Month-to-month,No,No,No,No
52,No,0,Two year,No,No,Yes,No
41,No,0,One year,No,No,Yes,No
53,No,3,One year,No,Yes,Yes,Yes
78,No,1,Two year,Yes,Yes,Yes,Yes
59,No,0,Two year,No,No,No,No
51,No,0,One year,No,No,Yes,No
50,No,0,Month-to-month,No,No,No,No
62,No,0,Month-to-month,Yes,No,No,No
49,No,0,Month-to-month,No,No,No,No
77,No,5,Month-to-month,No,Yes,Yes,Yes
73,No,0,Month-to-month,No,No,No,No
47,No,0,Month-to-month,No,No,No,No
76,No,10,Month-to-month,No,Yes,No,Yes
61,No,0,Two year,No,No,Yes,No
78,No,7,Month-to-month,No,Yes,Yes,Yes
74,No,0,Month-to-month,No,No,Yes,No
44,No,10,One year,Yes,Yes,No,Yes
46,No,0,One year,No,No,No,No
52,No,0,One year,No,No,No,No
49,No,9,One year,No,Yes,Yes,Yes
62,No,0,Two year,No,No,No,No
39,No,0,Two year,No,No,No,No
59,No,5,One year,Yes,Yes,No,Yes
71,No,9,Month-to-month,Yes,Yes,No,Yes
55,No,9,One year,No,Yes,No,Yes
62,No,3,Month-to-month,No,Yes,No,Yes
21,No,0,Month-to-month,No,No,Yes,No
72,No,10,Month-to-month,No,Yes,No,Yes
58,No,6,Month-to-month,Yes,Yes,No,Yes
23,No,5,Two year,No,Yes,Yes,Yes
27,No,2,Two year,Yes,Yes,No,Yes
41,No,6,Month-to-month,Yes,Yes,No,Yes
61,No,0,Month-to-month,No,No,No,No
46,No,0,One year,Yes,No,Yes,No
54,No,10,One year,Yes,Yes,No,Yes
31,No,0,Month-to-month,No,No,No,No
75,No,5,Month-to-month,No,Yes,No,Yes
79,No,4,One year,No,Yes,No,Yes
20,No,0,Month-to-month,Yes,Yes,No,No
27,No,0,Month-to-month,No,No,No,No
49,No,4,One year,No,Yes,Yes,Yes
56,No,5,Two year,Yes,Yes,Yes,Yes
30,No,0,Month-to-month,No,No,No,No
21,No,1,Two year,No,Yes,No,Yes
46,No,0,Month-to-month,No,No,Yes,No
26,No,1,One year,No,Yes,No,Yes
52,No,5,Two year,Yes,Yes,Yes,Yes
30,No,0,Month-to-month,No,Yes,Yes,No
59,No,0,Month-to-month,No,No,Yes,No
49,No,8,Month-to-month,Yes,Yes,Yes,Yes
76,No,0,Month-to-month,No,No,No,No
63,No,7,One year,No,Yes,Yes,Yes
45,No,0,Month-to-month,Yes,No,No,No
59,No,8,Month-to-month,No,Yes,No,Yes
30,No,10,Two year,Yes,Yes,No,Yes
26,No,4,Month-to-month,Yes,Yes,No,Yes
47,No,8,Two year,Yes,Yes,Yes,Yes
53,No,0,One year,No,No,No,No
78,No,0,Month-to-month,No,No,Yes,No
34,No,10,Month-to-month,No,Yes,Yes,Yes
20,No,10,Two year,No,Yes,No,Yes
48,No,0,Month-to-month,No,No,No,No
35,No,1,One year,Yes,Yes,Yes,Yes
24,No,4,Two year,Yes,Yes,Yes,Yes
45,No,10,Month-to-month,No,Yes,No,Yes
61,No,0,Month-to-month,No,No,No,No
52,No,0,Month-to-month,Yes,No,No,No
23,No,8,Month-to-month,No,Yes,No,Yes
75,No,5,Two year,No,Yes,Yes,Yes
25,No,0,Two year,No,No,Yes,No
66,No,2,Two year,No,Yes,Yes,Yes
32,No,2,One year,Yes,Yes,No,Yes
42,No,0,Two year,Yes,No,No,No
71,No,0,One year,No,No,No,No
24,No,2,Month-to-month,No,Yes,No,Yes
56,No,7,Month-to-month,No,Yes,Yes,Yes
77,No,6,Month-to-month,Yes,Yes,Yes,Yes
47,No,8,Month-to-month,Yes,Yes,Yes,Yes
48,No,2,Two year,Yes,Yes,No,Yes
74,No,0,Month-to-month,No,No,No,No
50,No,2,One year,No,Yes,Yes,Yes
62,No,4,Two year,Yes,Yes,No,Yes
64,No,0,Month-to-month,No,No,No,No
26,No,0,Two year,No,No,Yes,No
43,No,2,Two year,Yes,Yes,Yes,Yes
42,No,4,Two year,Yes,Yes,No,Yes
63,No,0,Month-to-month,No,No,No,No
73,No,9,One year,No,Yes,No,Yes
31,No,0,Month-to-month,No,No,No,No
32,No,7,Month-to-month,No,Yes,Yes,Yes
41,No,7,Two year,No,Yes,No,Yes
64,No,0,One year,No,No,Yes,No
73,No,4,Two year,No,Yes,No,Yes
50,No,1,One year,Yes,Yes,No,Yes
54,No,1,Month-to-month,Yes,Yes,Yes,Yes
23,No,0,Two year,Yes,No,Yes,No
63,No,0,Month-to-month,Yes,No,No,No
47,No,0,Month-to-month,No,No,No,No
78,No,1,One year,Yes,Yes,Yes,Yes
21,No,0,Month-to-month,No,No,No,No
42,No,0,Month-to-month,No,No,Yes,No
36,No,0,Month-to-month,No,No,Yes,No
19,No,0,One year,No,No,Yes,No
79,No,1,Month-to-month,No,Yes,No,Yes
34,No,0,Month-to-month,No,No,No,No
37,No,0,One year,Yes,Yes,No,No
77,No,1,Month-to-month,No,Yes,No,Yes
29,No,1,Month-to-month,Yes,Yes,No,Yes
43,No,0,One year,No,No,No,No
77,No,1,Two year,Yes,Yes,Yes,Yes
30,No,1,One year,Yes,Yes,Yes,Yes
52,No,1,Two year,Yes,Yes,No,Yes
80,No,0,Two year,No,No,Yes,No
51,No,9,Two year,Yes,Yes,No,Yes
47,No,5,Two year,Yes,Yes,No,Yes
25,No,0,Month-to-month,No,No,No,No
80,No,0,One year,Yes,Yes,Yes,No
60,No,0,Month-to-month,No,No,No,No
54,No,1,Month-to-month,No,Yes,No,Yes
24,No,8,One year,Yes,Yes,No,Yes
32,No,4,One year,No,Yes,No,Yes
26,No,5,Two year,Yes,Yes,Yes,Yes
43,No,10,Two year,Yes,Yes,Yes,Yes
52,No,0,Month-to-month,No,No,No,No
57,No,0,Month-to-month,No,No,No,No
59,No,1,One year,Yes,Yes,No,Yes
22,No,0,One year,No,No,Yes,No
80,No,9,One year,No,Yes,No,Yes
35,No,0,Month-to-month,No,No,No,No
44,No,10,Two year,Yes,Yes,No,Yes
26,No,9,Two year,Yes,Yes,Yes,Yes
46,No,2,Two year,Yes,Yes,No,Yes
27,No,1,Two year,Yes,Yes,No,Yes
58,No,2,One year,Yes,Yes,No,Yes
22,No,0,Month-to-month,No,No,No,No
55,No,0,One year,No,No,Yes,No
51,No,0,Month-to-month,No,No,No,No
54,No,0,Month-to-month,No,No,Yes,No
53,No,1,One year,No,Yes,Yes,Yes
19,No,9,Month-to-month,No,Yes,No,Yes
63,No,6,Month-to-month,Yes,Yes,No,Yes
49,No,3,Two year,Yes,Yes,No,Yes
19,No,0,Month-to-month,No,No,Yes,No
19,No,3,Two year,Yes,Yes,Yes,Yes
23,No,8,One year,Yes,Yes,Yes,Yes
34,No,7,Two year,No,Yes,Yes,Yes
23,No,0,One year,No,No,Yes,No
32,No,2,Two year,Yes,Yes,No,Yes
74,No,0,Two year,No,No,Yes,No
55,No,0,One year,No,No,Yes,No
76,No,6,Month-to-month,No,Yes,Yes,Yes
26,No,2,Two year,No,Yes,Yes,Yes
27,No,3,One year,Yes,Yes,No,Yes
30,No,0,Month-to-month,No,No,No,No
68,No,3,Month-to-month,No,Yes,No,Yes
59,No,0,Month-to-month,No,No,No,No
62,No,1,Month-to-month,Yes,Yes,No,Yes
40,No,0,Month-to-month,No,No,No,No
56,No,0,Two year,No,No,No,No
28,No,1,One year,Yes,Yes,No,Yes
52,No,1,Two year,No,Yes,No,Yes
25,No,1,Two year,Yes,Yes,Yes,Yes
32,No,1,Two year,No,Yes,Yes,Yes
56,No,1,One year,Yes,Yes,No,Yes
19,No,1,Two year,Yes,Yes,No,Yes
52,No,0,Month-to-month,No,No,No,No
36,No,0,Month-to-month,No,No,No,No
45,No,0,Two year,No,No,Yes,No
22,No,0,Month-to-month,No,No,Yes,No
53,No,0,One year,No,Yes,No,No
59,No,1,Two year,No,Yes,No,Yes
21,No,0,Month-to-month,No,No,Yes,No
47,No,0,One year,No,No,No,No
34,No,1,One year,Yes,Yes,No,Yes
51,No,0,Two year,No,No,Yes,No
55,No,0,One year,No,No,Yes,No
35,No,1,Two year,No,Yes,Yes,Yes
28,No,1,Two year,Yes,Yes,Yes,Yes
48,No,0,One year,Yes,No,Yes,No
47,No,1,Two year,Yes,Yes,Yes,Yes
57,No,0,Two year,Yes,No,No,No
71,No,0,One year,No,No,No,No
63,No,0,Two year,No,No,Yes,No
64,No,0,Month-to-month,No,No,No,No
55,No,0,Month-to-month,No,No,No,No
69,No,0,One year,No,No,Yes,No
30,No,0,Month-to-month,No,No,Yes,No
51,No,0,Month-to-month,No,No,No,No
73,No,1,Month-to-month,Yes,Yes,No,Yes
27,No,0,One year,No,No,No,No
56,No,5,One year,Yes,Yes,No,Yes
49,No,0,Two year,No,No,No,No
22,No,0,Month-to-month,No,Yes,Yes,No
28,No,1,Month-to-month,No,Yes,No,Yes
74,No,7,One year,No,Yes,No,Yes
72,No,0,Two year,No,No,Yes,No
48,No,9,Month-to-month,No,Yes,No,Yes
41,No,5,Two year,Yes,Yes,Yes,Yes
40,No,0,One year,No,No,No,No
31,No,0,One year,No,No,Yes,No
41,No,0,Two year,No,No,Yes,No
48,No,2,Two year,No,Yes,Yes,Yes
50,No,10,Two year,Yes,Yes,No,Yes
70,No,0,One year,No,No,No,No
21,No,1,Month-to-month,Yes,Yes,No,Yes
25,No,6,One year,Yes,Yes,Yes,Yes
74,No,0,Month-to-month,No,No,No,No
37,No,7,Two year,Yes,Yes,No,Yes
64,No,0,Month-to-month,No,No,No,No
32,No,0,Month-to-month,No,No,Yes,No
39,No,2,Two year,Yes,Yes,Yes,Yes
38,No,6,One year,No,Yes,No,Yes
56,No,3,Month-to-month,No,Yes,No,Yes
46,No,0,Month-to-month,No,No,No,No
23,No,0,Month-to-month,No,No,No,No
40,No,10,Two year,Yes,Yes,No,Yes
33,No,5,Two year,Yes,Yes,No,Yes
48,No,0,Month-to-month,No,No,No,No
22,No,0,Month-to-month,No,No,No,No
22,No,9,Two year,No,Yes,Yes,Yes
60,No,6,One year,Yes,Yes,No,Yes
37,No,3,Two year,Yes,Yes,No,Yes
49,No,0,Month-to-month,No,No,No,No
80,No,0,Two year,No,No,Yes,No
63,No,0,One year,No,No,No,No
57,No,0,Month-to-month,No,No,No,No
64,No,4,Month-to-month,No,Yes,No,Yes
57,No,9,Two year,Yes,Yes,Yes,Yes
37,No,0,Month-to-month,No,No,Yes,No
74,No,0,One year,No,No,Yes,No
47,No,0,Month-to-month,No,No,No,No
33,No,0,Month-to-month,No,No,Yes,No
58,No,0,One year,No,No,No,No
42,No,0,One year,No,No,No,No
55,No,0,Month-to-month,No,No,No,No
53,No,0,Month-to-month,No,No,No,No
55,No,7,One year,Yes,Yes,Yes,Yes
62,No,0,One year,Yes,No,No,No
65,No,0,One year,No,No,No,No
64,No,8,Month-to-month,No,Yes,No,Yes
19,No,5,Two year,No,Yes,Yes,Yes
72,No,1,One year,Yes,Yes,No,Yes
23,No,8,Two year,Yes,Yes,Yes,Yes
34,No,5,Two year,Yes,Yes,No,Yes
52,No,0,Month-to-month,No,No,No,No
56,No,0,Month-to-month,No,No,No,No
30,No,0,Month-to-month,No,No,No,No
34,No,0,Month-to-month,No,No,No,No
19,No,0,Two year,No,No,Yes,No
76,No,0,One year,No,No,Yes,No
26,No,10,Month-to-month,No,Yes,No,Yes
60,No,6,Month-to-month,Yes,Yes,No,Yes
45,No,6,Month-to-month,No,Yes,Yes,Yes
23,No,0,Two year,No,No,No,No
53,No,0,Month-to-month,Yes,No,Yes,No
61,No,2,Two year,No,Yes,No,Yes
21,No,0,Month-to-month,No,No,No,No
40,No,2,Two year,No,Yes,Yes,Yes
51,No,0,Month-to-month,No,No,No,No
47,No,0,Month-to-month,No,No,No,No
75,No,7,Month-to-month,No,Yes,No,Yes
22,No,6,One year,Yes,Yes,No,Yes
24,No,0,Two year,Yes,Yes,No,No
70,No,1,Month-to-month,No,Yes,No,Yes
47,No,0,Two year,No,No,No,No
20,No,8,Month-to-month,Yes,Yes,No,Yes
41,No,0,Two year,No,No,Yes,No
46,No,0,Month-to-month,No,No,No,No
51,No,4,Month-to-month,Yes,Yes,No,Yes
27,No,5,Two year,Yes,Yes,No,Yes
25,No,1,Month-to-month,No,Yes,No,Yes
48,No,10,Month-to-month,Yes,Yes,No,Yes
19,No,0,One year,No,No,Yes,No
26,No,9,Two year,No,Yes,Yes,Yes
66,No,0,Month-to-month,No,No,No,No
68,No,0,Two year,No,Yes,Yes,No
38,No,0,Two year,No,No,Yes,No
35,No,0,Month-to-month,No,No,No,No
23,No,9,Two year,Yes,Yes,No,Yes
46,No,0,Month-to-month,No,No,No,No
69,No,8,Two year,No,Yes,Yes,Yes
75,No,3,Two year,Yes,Yes,Yes,Yes
74,No,0,Month-to-month,No,No,No,No
43,No,5,Two year,No,Yes,No,Yes
41,No,0,One year,No,No,Yes,No
35,No,0,Month-to-month,No,No,No,No
28,No,10,Two year,Yes,Yes,No,Yes
47,No,3,Month-to-month,Yes,Yes,Yes,Yes
24,No,0,Two year,Yes,No,No,No
19,No,10,Month-to-month,No,Yes,No,Yes
50,No,0,Two year,No,No,No,No
22,No,0,Month-to-month,No,No,No,No
41,No,9,Two year,Yes,Yes,Yes,Yes
37,No,0,Month-to-month,No,No,No,No
56,No,6,Two year,Yes,Yes,Yes,Yes
30,No,2,Two year,Yes,Yes,No,Yes
22,No,0,Month-to-month,No,No,No,No
56,No,0,Month-to-month,No,No,No,No
23,No,0,One year,No,No,No,No
45,No,0,Month-to-month,No,No,Yes,No
32,No,2,One year,No,Yes,No,Yes
63,No,0,Month-to-month,No,No,No,No
24,No,5,Two year,No,Yes,No,Yes
59,No,6,Month-to-month,Yes,Yes,No,Yes
20,No,7,One year,No,Yes,Yes,Yes
30,No,4,Two year,Yes,Yes,Yes,Yes
45,No,10,Month-to-month,Yes,Yes,No,Yes
54,No,5,Month-to-month,Yes,Yes,No,Yes
48,No,0,One year,Yes,No,Yes,No
40,No,5,Two year,Yes,Yes,No,Yes
59,No,5,Month-to-month,No,Yes,Yes,Yes
54,No,4,One year,Yes,Yes,No,Yes
53,No,0,Two year,No,No,Yes,No
46,No,1,Two year,Yes,Yes,Yes,Yes
60,No,0,One year,No,No,No,No
44,No,8,Two year,Yes,Yes,No,Yes
22,No,0,Two year,Yes,No,Yes,No
25,No,0,Month-to-month,No,No,No,No
38,No,2,Month-to-month,No,Yes,Yes,Yes
24,No,0,One year,No,No,Yes,No
47,No,6,Month-to-month,Yes,Yes,No,Yes
21,No,4,Month-to-month,Yes,Yes,No,Yes
72,No,4,Two year,No,Yes,No,Yes
39,No,7,Two year,Yes,Yes,No,Yes
61,No,1,Two year,No,Yes,Yes,Yes
45,No,5,Two year,Yes,Yes,No,Yes
63,No,0,Month-to-month,No,No,Yes,No
29,No,10,Two year,No,Yes,Yes,Yes
55,No,9,Two year,No,Yes,No,Yes
23,No,0,One year,Yes,Yes,No,No
65,No,0,Month-to-month,No,No,No,No
23,No,0,Month-to-month,No,No,No,No
37,No,10,One year,Yes,Yes,Yes,Yes
30,No,9,Two year,No,Yes,Yes,Yes
41,No,3,Month-to-month,No,Yes,Yes,Yes
62,No,1,Two year,Yes,Yes,Yes,Yes
37,No,0,One year,No,No,No,No
38,No,0,Month-to-month,No,No,Yes,No
55,No,0,Two year,No,No,No,No
47,No,1,Month-to-month,Yes,Yes,No,Yes
35,No,2,Month-to-month,Yes,Yes,Yes,Yes
44,No,9,Two year,Yes,Yes,No,Yes
46,No,7,One year,Yes,Yes,Yes,Yes
33,No,3,Month-to-month,Yes,Yes,No,Yes
70,No,4,Month-to-month,Yes,Yes,No,Yes
47,No,0,One year,Yes,Yes,Yes,No
27,No,0,Month-to-month,No,No,Yes,No
36,No,0,Two year,No,No,No,No
44,No,7,Two year,No,Yes,No,Yes
